# Thursday, February 16, 2017 at 2:56 PM
# Force: [Time, MagPos, RotState, AFZ avg, AFZ error, X flucts, Y flucts, F, F error, Comment]
 11199.319   1288   0.00       2.6235     0.0232     1.1082     0.9444       0.5628     0.0517    Force_Fourier
# Force: [Time, MagPos, RotState, AFZ avg, AFZ error, X flucts, Y flucts, F, F error, Comment]
 11297.805   1288   0.00       2.6235     0.0232     1.4036     6.3727       0.1486     0.0112    Force_Fourier
# Set Z DNA to: 21.58
# Set Z DNA to: 17.11
# Set Z REF to: 19.83
# AFZ: [Time, MagPos, RotState, AFZ_avg, AFZ_error, AFZ_current, Z REF, Z DNA, Comment]
 12918.431   1326 -50.00       0.4753     0.0384       0.5570       18       17             AFZ
 12922.430   1326 -50.00       0.4711     0.0348       0.4332       18       17             AFZ
 12926.456   1326 -50.00       0.4684     0.0317       0.4417       18       17             AFZ
 12930.476   1326 -50.00       0.4532     0.0325       0.2861       18       17             AFZ
 12934.485   1326 -50.00       0.4670     0.0328       0.6328       18       17             AFZ
 12938.465   1326 -50.00       0.4569     0.0320       0.3250       18       17             AFZ
 12942.520   1326 -50.00       0.4801     0.0373       0.8048       18       17             AFZ
 12946.552   1326 -45.00       0.5093     0.0450       0.9474       18       17             AFZ
 12950.616   1326 -45.00       0.5178     0.0432       0.6549       18       17             AFZ
 12954.672   1326 -45.00       0.5121     0.0411       0.4147       18       17             AFZ
 12958.710   1326 -45.00       0.5172     0.0393       0.6079       18       17             AFZ
 12962.793   1326 -45.00       0.5268     0.0385       0.7107       18       17             AFZ
 12966.805   1326 -45.00       0.5261     0.0367       0.5116       18       17             AFZ
 12970.817   1326 -45.00       0.5345     0.0359       0.7100       18       17             AFZ
 12974.848   1326 -45.00       0.5551     0.0399       1.0091       18       17             AFZ
 12978.901   1326 -45.00       0.5425     0.0401       0.2531       18       17             AFZ
 12982.910   1326 -45.00       0.5349     0.0393       0.3518       18       17             AFZ
 12986.919   1326 -40.00       0.5473     0.0397       0.8574       18       17             AFZ
 12990.975   1326 -40.00       0.5696     0.0440       1.1502       18       17             AFZ
 12994.995   1326 -40.00       0.5797     0.0436       0.8512       18       17             AFZ
 12999.045   1326 -40.00       0.5924     0.0439       0.9474       18       17             AFZ
 13003.093   1326 -40.00       0.6052     0.0443       0.9763       18       17             AFZ
 13007.161   1326 -40.00       0.6168     0.0443       0.9655       18       17             AFZ
 13011.184   1326 -40.00       0.6229     0.0434       0.8115       18       17             AFZ
 13015.252   1326 -40.00       0.6277     0.0423       0.7840       18       17             AFZ
 13019.298   1326 -40.00       0.6278     0.0411       0.6305       18       17             AFZ
 13023.340   1326 -40.00       0.6383     0.0412       0.9942       18       17             AFZ
 13027.348   1326 -40.00       0.6509     0.0420       1.0924       18       17             AFZ
 13031.338   1326 -35.00       0.6675     0.0440       1.2665       18       17             AFZ
 13035.329   1326 -35.00       0.6768     0.0438       1.0187       18       17             AFZ
 13039.318   1326 -35.00       0.6895     0.0445       1.1732       18       17             AFZ
 13043.335   1326 -35.00       0.6982     0.0442       1.0369       18       17             AFZ
 13047.422   1326 -35.00       0.7095     0.0446       1.1627       18       17             AFZ
 13051.470   1326 -35.00       0.7148     0.0438       0.9326       18       17             AFZ
 13055.519   1326 -35.00       0.7250     0.0440       1.1516       18       17             AFZ
